video_gameLabel,Entities,genre,platform,gameModes,inputDevice
Hitori,Q971467,puzzle video game,Nintendo DS,,
MechWarrior 3,Q971862,mech simulation game; shooter game,Microsoft Windows,multiplayer video game; single-player video game,
SuperTuxKart,Q971909,indie game; kart racing game; racing video game,Linux; macOS; Android; Microsoft Windows,multiplayer video game; single-player video game,mouse; Wii Remote; gamepad; touchscreen; computer keyboard; joystick
Disney Magicboard Online,Q972216,racing video game,Microsoft Windows,,computer keyboard
Resident Evil Gaiden,Q972268,action-adventure game,Game Boy Color,single-player video game,
Ruiner Pinball,Q972320,pinball machine game,Atari Jaguar,single-player video game,
Metal Slug 2,Q972627,run and gun,Neo Geo; arcade video game machine; iOS; PlayStation; Android; Microsoft Windows,co-op mode; single-player video game,touchscreen
Pokédex 3D,Q972740,,Nintendo 3DS,,
Ganso Saiyūki: Super Monkey Daibōken,Q972995,platform game,Nintendo Entertainment System,single-player video game,
Fable III,Q973159,video game with LGBT character; action role-playing game,Xbox 360; Microsoft Windows,single-player video game,gamepad
Batman: Vengeance,Q973343,action-adventure game,Game Boy Advance; PlayStation 2; Xbox; Nintendo GameCube; Microsoft Windows,single-player video game,computer keyboard
Killer Instinct,Q973459,fighting game,Nintendo 64; arcade video game machine; R4600; Super Nintendo Entertainment System; Game Boy; Xbox One,multiplayer video game; single-player video game,
Alex Kidd BMX Trial,Q973462,racing video game,Sega Master System,single-player video game,
Dark Savior,Q973610,platform game,Sega Saturn,single-player video game,gamepad
The Real Ghostbusters,Q973660,platform game; puzzle video game,Game Boy,single-player video game,
Shining Wisdom,Q973768,action-adventure game,Sega Saturn,single-player video game,
Diner Dash 2: Restaurant Rescue,Q974008,simulation game; strategy game; simulation video game,macOS; Microsoft Windows,single-player video game,computer keyboard
Dead Island: Riptide,Q974232,post-apocalyptic video game; action role-playing game,Xbox 360; Microsoft Windows; PlayStation 3,multiplayer video game; single-player video game,computer keyboard
Winx Club: Quest for the Codex,Q974537,rhythm game; arcade-style video game; puzzle video game; side-scrolling video game; action-adventure game,Game Boy Advance; Nintendo DS,single-player video game,gamepad; touchscreen
D,Q975529,puzzle video game,DOS; Microsoft Windows; PlayStation; Sega Saturn; 3DO Interactive Multiplayer,single-player video game,
Gran Turismo 3: A-Spec,Q975773,racing video game,PlayStation 2; PlayStation 3,multiplayer video game; single-player video game,
Marble Blast Gold,Q976823,platform game; puzzle video game,Linux; macOS; Microsoft Windows,single-player video game,mouse
Evil Genius,Q976856,real-time strategy; god game; simulation video game,Microsoft Windows,single-player video game,mouse
E.T. the Extra-Terrestrial,Q977919,action-adventure game,Atari 2600,single-player video game,joystick
Bomberman Touch,Q978329,strategy video game; maze video game,iOS,single-player video game,touchscreen
DEFCON,Q978362,real-time strategy,Linux; macOS; Microsoft Windows,co-op mode; multiplayer video game; single-player video game,computer keyboard
Deca Sports,Q978521,sports video game,Wii; Xbox 360,,Wii Remote
Race Driver: Grid,Q978768,racing video game,PlayStation 3; macOS; Xbox 360; Nintendo DS; Microsoft Windows,multiplayer video game; single-player video game,gamepad
Bolt,Q979080,action-adventure game,PlayStation 3; PlayStation 2; Xbox 360; Wii; Nintendo DS; Microsoft Windows,single-player video game,
The Secret of Monkey Island: Special Edition,Q979472,point-and-click adventure,Microsoft Windows,single-player video game,
Zork Zero,Q979567,interactive fiction,Classic Mac OS; DOS; Microsoft Windows,single-player video game,computer keyboard
Alien Breed 3D,Q979571,science fiction video game; first-person shooter,Amiga CD32; Amiga 1200,co-op mode; multiplayer video game; single-player video game,
Godzilla Trading Battle,Q979998,action game,PlayStation,,
Final Fantasy Fables: Chocobo Tales,Q980003,action-adventure game,Nintendo DS,multiplayer video game; single-player video game,
UEFA Euro 2000,Q980494,association football video game,PlayStation,single-player video game,
Gran Turismo 2,Q980535,racing video game,PlayStation,multiplayer video game; single-player video game,
The Sentinel,Q980719,puzzle video game,DOS; Amstrad CPC; Commodore Amiga; ZX Spectrum; Commodore 64; Atari ST,single-player video game,
Q980865,Q980865,strategy video game,web browser,,
The Institute,Q981146,adventure game,Commodore 64,single-player video game,computer keyboard
Fable II,Q984024,video game with LGBT character; action role-playing game,Xbox 360,single-player video game,gamepad
Luigi's Mansion,Q984029,action-adventure game,Nintendo GameCube,single-player video game,gamepad
Romancing SaGa,Q985099,role-playing video game,Super Nintendo Entertainment System; PlayStation 2,single-player video game,gamepad
Valis II,Q986330,action game; adventure game,TurboGrafx-16; MSX; Sega Genesis; Nintendo Switch,single-player video game,
Summon Night: Twin Age,Q986774,action role-playing game,Nintendo DS,single-player video game,
Emperor: Battle for Dune,Q989472,real-time strategy; science fiction video game,Microsoft Windows,multiplayer video game; single-player video game,computer keyboard
Dark Sun: Shattered Lands,Q990783,role-playing video game,macOS; DOS; Microsoft Windows,single-player video game,mouse
Shark Jaws,Q992485,action game,arcade video game machine,,
Akai Ito,Q994428,yuri game; LGBTI+ related video game; adventure game; horror literature; yuri; visual novel,PlayStation 2,single-player video game,
Ayakashi,Q995530,eroge; visual novel,Microsoft Windows,single-player video game,
Fallout Tactics: Brotherhood of Steel,Q995874,real-time tactics; tactical role-playing game,Microsoft Windows,multiplayer video game; single-player video game,
Phantasy Star Universe: Ambition of the Illuminus,Q996322,action role-playing game,PlayStation 2; Microsoft Windows; Xbox 360,multiplayer video game; single-player video game,
Broken Age,Q996649,point-and-click adventure,Linux; macOS; PlayStation Vita; Ouya; Nintendo Switch; PlayStation 4; iOS; Android; Microsoft Windows,single-player video game,game controller; mouse; touchscreen
12Riven: The Psi-Climinal of Integral,Q997548,visual novel,PlayStation 2; Android; Microsoft Windows; iOS,single-player video game,touchscreen
Midnight Resistance,Q998293,shoot 'em up,ZX Spectrum; Commodore 64; Sega Genesis; Amstrad CPC,single-player video game,
Samantha Fox Strip Poker,Q998561,,ZX Spectrum; MSX; Commodore 64,single-player video game,computer keyboard
Yggdra Union,Q1000547,tactical role-playing game,Game Boy Advance; iOS; Nintendo Switch; PlayStation Portable; Android; Microsoft Windows,single-player video game,gamepad; mouse; touchscreen; computer keyboard
Budokan: The Martial Spirit,Q1001540,fighting game,DOS; Commodore Amiga; Sega Genesis; ZX Spectrum; Commodore 64,single-player video game,joystick
Flashback,Q1001925,action game; puzzle video game; science fiction; cyberpunk video game; cinematic platformer; science fiction video game; Metroidvania,Dreamcast; Acorn Archimedes; DOS; macOS; Classic Mac OS; iOS; Nintendo Switch; Commodore Amiga; Super Nintendo Entertainment System; Sega Genesis; Macintosh operating systems; 3DO Interactive Multiplayer; Philips CD-i; Microsoft Windows,single-player video game,gamepad; touchscreen
Buggy Boy,Q1002503,racing video game,Amstrad CPC; Commodore Amiga; ZX Spectrum; Commodore 64; Atari ST,single-player video game,racing wheel
Romance of the Three Kingdoms XI,Q1002698,strategy video game; turn-based strategy video game; grand strategy wargame,PlayStation 2; Wii; Microsoft Windows,multiplayer video game; single-player video game,computer keyboard
Super Robot Wars J,Q1002768,tactical role-playing game,Game Boy Advance,,
Code Lyoko,Q1003177,action-adventure game; role-playing video game,Nintendo DS,single-player video game,
Code Lyoko: Fall of X.A.N.A.,Q1003194,role-playing video game,Nintendo DS,multiplayer video game; single-player video game,
Freekick,Q1003774,,web browser,,
Riviera: The Promised Land,Q1005552,role-playing video game,Game Boy Advance; WonderSwan Color; PlayStation Portable,single-player video game,
Princess Waltz,Q1006168,eroge; visual novel,Microsoft Windows,single-player video game,
Fantasy Earth: Zero,Q1007802,massively multiplayer online role-playing game,Microsoft Windows,multiplayer video game,
Ghost Lion,Q1010202,role-playing video game,Nintendo Entertainment System,single-player video game,
Ghoul School,Q1010211,action game; Metroidvania; survival horror; halloween video game,Nintendo Entertainment System,single-player video game,
Majikoi! Love Me Seriously!,Q1010585,eroge; comedy; visual novel; harem,Microsoft Windows; PlayStation 3,single-player video game,
Giten Megami Tensei: Tokyo Mokushiroku,Q1010780,role-playing video game,Microsoft Windows; NEC PC-9800 series,single-player video game,
Golf Grand Slam,Q1011612,sports video game,Nintendo Entertainment System,multiplayer video game; single-player video game,
Fish Fillets NG,Q1014621,puzzle video game,Linux; macOS; Android; Microsoft Windows,single-player video game,touchscreen
Zettai Fukuju Meirei,Q1014678,yaoi game; LGBTI+ related video game,Microsoft Windows,single-player video game,
BurgerTime,Q1014915,platform game; puzzle video game,Family Computer Disk System; MSX; Intellivision; Atari 2600; DECO Cassette System; Atari 7800; ColecoVision; Commodore 64; Nintendo Entertainment System; Microsoft Windows,,joystick
Savage 2: A Tortured Soul,Q1015266,real-time strategy; indie game; action role-playing game; first-person shooter,Linux; macOS; Microsoft Windows,multiplayer video game,computer keyboard
Burnout Paradise,Q1016838,racing video game,PlayStation 3; Xbox 360; Nintendo Switch; PlayStation 4; Xbox Series X and Series S; Microsoft Windows,multiplayer video game; single-player video game,computer keyboard
"Blast Works: Build, Trade, Destroy",Q1017361,action game; shoot 'em up; shooter game,Wii,multiplayer video game; single-player video game,Wii Remote
Crack Attack!,Q1017582,puzzle video game,Linux; macOS; Microsoft Windows,two-player video game; single-player video game,
Buzz! Junior: Monster Rumble,Q1018338,party game,PlayStation 2; PlayStation 3,multiplayer video game; single-player video game,
Haru no Ashioto,Q1054697,eroge; visual novel,PlayStation 2; Microsoft Windows,,
Ōkamiden,Q1054901,action-adventure game,Nintendo DS,single-player video game,
Tom Clancy's Rainbow Six: Critical Hour,Q1054951,tactical shooter,Xbox; PlayStation 2,co-op mode; multiplayer video game; single-player video game,
Sheriff,Q1054993,shoot 'em up,arcade video game machine,single-player video game,joystick
Art of Fighting 2,Q1055377,fighting game,Super Nintendo Entertainment System; Neo Geo,,
School Days,Q1055893,eroge; ecchi; visual novel; harem,PlayStation 2; Microsoft Windows,,
Stargate SG-1: The Alliance,Q1055943,first-person shooter,PlayStation 2; Xbox; Microsoft Windows,single-player video game,
Resident Evil Zero,Q1056069,survival horror,PlayStation 3; Xbox 360; PlayStation 4; Nintendo Switch; Xbox One; Wii; Nintendo GameCube; Microsoft Windows,single-player video game,gamepad
Super Robot Wars Destiny,Q1056097,tactical role-playing game,Game Boy Advance,,
Slash'EM,Q1056431,roguelike,Linux; Microsoft Windows,,
Super Dodge Ball,Q1056763,sports video game,TurboGrafx-16; Nintendo Entertainment System; PlayStation 2,multiplayer video game; single-player video game,
SimTower,Q1057055,construction and management simulation,Classic Mac OS; Microsoft Windows,single-player video game,mouse
Kimi ga Nozomu Eien,Q1057155,eroge; drama anime and manga; romance anime and manga; school anime and manga; visual novel,PlayStation 2; Dreamcast; Microsoft Windows,,
Thor: God of Thunder,Q1057317,action game,Wii; Nintendo DS; Xbox 360; PlayStation 3,single-player video game,joystick
Medal of Honor: Warfighter,Q1057630,first-person shooter,Xbox 360; Microsoft Windows; PlayStation 3,multiplayer video game; single-player video game,
All Night Nippon Super Mario Bros.,Q1057942,platform game,Family Computer Disk System,single-player video game,
